frame,object_type,id,x1,y1,x2,y2,team,has_ball
0,player,1,851.27490234375,632.7650756835938,900.3114624023438,721.5734252929688,1,False
0,player,3,328.891357421875,494.5967102050781,364.2227478027344,568.6959838867188,1,False
0,player,4,1309.0023193359375,446.935546875,1349.9012451171875,516.509033203125,1,False
0,player,5,587.555419921875,589.6014404296875,630.6329956054688,672.4948120117188,2,False
0,player,6,1369.9041748046875,815.928955078125,1443.7584228515625,903.4453125,2,False
0,player,7,994.9428100585938,453.5884094238281,1027.49951171875,526.4969482421875,1,False
0,player,8,872.430908203125,360.96954345703125,905.631591796875,423.65771484375,1,False
0,player,9,1229.984619140625,430.8651428222656,1262.6832275390625,501.38336181640625,2,False
0,player,10,1276.1383056640625,392.9593505859375,1306.6666259765625,462.97613525390625,1,False
0,player,11,359.6844177246094,721.2495727539062,395.7275390625,825.8789672851562,2,False
0,player,12,222.49415588378906,513.4768676757812,255.48362731933594,594.0004272460938,2,False
0,player,13,1571.5491943359375,611.1480712890625,1612.8277587890625,694.9462890625,1,False
0,player,14,534.29150390625,686.933349609375,578.9093017578125,785.0321044921875,1,False
0,player,15,775.70361328125,418.4660339355469,802.8614501953125,489.1808166503906,2,False
0,player,16,374.795654296875,306.0656433105469,400.91070556640625,366.6669616699219,2,False
0,player,18,1123.3330078125,706.8790283203125,1179.916259765625,792.6463623046875,2,False
0,player,19,1161.2340087890625,355.718994140625,1188.6793212890625,412.38153076171875,2,False
0,player,20,1901.7579345703125,373.95428466796875,1920.0,442.9679260253906,1,False
0,player,22,1139.0889892578125,720.8272705078125,1196.9510498046875,797.5836181640625,2,True
0,referee,2,1852.992919921875,808.90283203125,1893.724365234375,918.1845703125,N/A,False
0,referee,17,775.9075927734375,367.33831787109375,801.8067626953125,427.2952880859375,N/A,False
0,referee,21,308.5588073730469,226.80075073242188,328.08917236328125,271.83782958984375,N/A,False
0,referee,24,491.7968444824219,216.10594177246094,511.9996032714844,251.9530487060547,N/A,False
0,ball,1,1186.414306640625,848.6749877929688,1203.65185546875,867.5154418945312,N/A,False
1,player,1,851.2659301757812,632.777099609375,900.322265625,721.58203125,1,False
1,player,3,328.8362731933594,494.54180908203125,364.2181091308594,568.726806640625,1,False
1,player,4,1308.980712890625,446.9089050292969,1349.9154052734375,516.5126953125,1,False
1,player,5,587.5105590820312,589.5946044921875,630.6080322265625,672.4786376953125,2,False
1,player,7,994.9871215820312,453.5754089355469,1027.52197265625,526.5132446289062,1,False
1,player,6,1369.91162109375,816.0098876953125,1443.8414306640625,903.5277099609375,2,False
1,player,8,872.6473388671875,361.1665954589844,905.5790405273438,423.5656433105469,1,False
1,player,9,1230.03125,430.850830078125,1262.6807861328125,501.3863525390625,2,False
1,player,12,222.5049591064453,513.402099609375,255.44879150390625,594.0466918945312,2,False
1,player,10,1276.1590576171875,392.968994140625,1306.6129150390625,462.97808837890625,1,False
1,player,11,359.6997375488281,721.3236694335938,395.69781494140625,825.88037109375,2,False
1,player,13,1571.5477294921875,611.2005615234375,1612.8504638671875,694.9727783203125,1,False
1,player,15,775.6371459960938,418.4651184082031,802.8409423828125,489.1665344238281,2,False
1,player,14,534.2786865234375,686.9412841796875,578.9058837890625,785.04296875,1,False
1,player,16,374.6484375,306.02069091796875,401.1695251464844,366.94805908203125,2,False
1,player,18,1123.333251953125,706.8886108398438,1179.8092041015625,792.6497192382812,2,False
